person,year_raw,event,type,subtype,phase
goldberg,1995~96 무렵,"IEEE RAS Technical Committee on Networked Robots 공동 창립 (Roland Siegwart, Wolfram Burgard 등과)",학회·커뮤니티,committee,early_career
goldberg,Berkeley 초기,"철학자 Hubert Dreyfus와 만남, telepistemology 4년 프로젝트 시작",네트워크,collab_start,early_career
goldberg,1990년대 후반,Eric Paulos·John Canny와 Tele-Actor 프로젝트 (NSF 3년),연구·프로젝트,proj_start,early_career
goldberg,2000,Whitney Biennial에 Ouija board 작품 출품,연구·프로젝트,demo,mid_career
goldberg,2002,IEEE RAS 회장 Dick Volz로부터 새 자동화 저널 기획 위원장 위촉,학회·커뮤니티,editorship,mid_career
goldberg,2003~2008,"CONE(Collaborative Observatories for Natural Environments) 프로젝트 (텍사스 조류 관측), Arkansas ivory-billed woodpecker 탐색",연구·프로젝트,proj_start,mid_career
goldberg,2004,IEEE Transactions on Automation Science and Engineering 창간 (3년간 기획 결과),학회·커뮤니티,editorship,mid_career
goldberg,2005 전후,"의료 로봇으로 영역 확장, Johns Hopkins(Allison Okamura, Russ Taylor, Greg Chirikjian, Noah Cowan) 및 NIH와 협업",실패·전환,pivot,mid_career
goldberg,이후,Steerable needles 특허,연구·프로젝트,breakthrough,mid_career
goldberg,2008 무렵,Berkeley 신임 교원 Peter Abbeel과 학습 기반 surgical robotics 협업,네트워크,collab_start,mid_career
goldberg,인터뷰 시점,"Center for New Media 디렉터, Opinion Space 사회 미디어 시각화, Robotics 2.0 백서 작업, Contemporary Jewish Museum 설치 작품 진행",직업 이력,admin_role,senior
goldberg,2010-11-17,"Berkeley, CA에서 IEEE 구술 인터뷰",개인사,personal_other,senior
hagita,1954,출생,개인사,birth,k12
hagita,학부 시절,"Keio University 입학, 패턴인식 전공 (특히 손글씨 한자 인식); VAX-11/780 미니컴퓨터, Versatec 프린터 사용",교육,bs_enroll,undergrad
hagita,1976,Keio University 학사 (B.E.) 취득,교육,bs_graduate,undergrad
hagita,1978,Keio University 석사 (M.E.) 취득; NTT (Nippon Telegraph and Telephone Public Corporation) 입사,교육,ms_graduate,grad
hagita,대학 시절,1세대 신경망 연구; 호흡·통증 메커니즘 시뮬레이션 논문을 IEEE SMC에 투고,연구·프로젝트,paper,grad
hagita,1986,Keio University 박사 (Ph.D.) 취득 — 패턴인식,교육,phd_graduate,grad
hagita,박사 후,"UC Berkeley 심리학과 Steve Palmer 연구실 방문 (시각 인지, 신경망, 인지심리학); 1년 체류",교육,sabbatical_visit,early_career
hagita,NTT 복귀 후,"인사 부문 관리, 박사후 연구원 영입 프로그램 운영 (해외 20명 이상 채용)",직업 이력,admin_role,early_career
hagita,NTT 매니저 시절,인간처럼 행동하는 에이전트 통신 연구 — 음성 인식·이미지 처리·언어학 통합,연구·프로젝트,proj_start,mid_career
hagita,1996–2001,NTT Communication Science Labs Executive Manager,직업 이력,admin_role,mid_career
hagita,2001,ATR (Advanced Telecommunications Research Institute International)로 이적,직업 이력,move,mid_career
hagita,2001년 10월,ATR Media Information Science Lab 설립 및 디렉터 취임,직업 이력,admin_role,mid_career
hagita,2002년 10월,ATR Intelligent Robotics and Communication (IRC) Lab 설립; IROS (EPFL)에서 세계 주요 연구자 다수 회동,직업 이력,admin_role,mid_career
hagita,2002,우편 컴퓨팅 관련 Google Glass 유사 시스템 개발,연구·프로젝트,breakthrough,mid_career
hagita,ATR 시절,Hiroshi Ishiguro와 협업 시작; Robovie 로봇으로 초등학교 영어 학습 실험; 음성 인식 한계 → RFID 태그 도입 (2주간 영어 50단어 학습 성공),네트워크,collab_start,mid_career
hagita,2004,정부 제안 후 networked robot 신규 프로젝트 시작,연구·프로젝트,proj_start,mid_career
hagita,이후 전개,"슈퍼마켓·도심에 Robovie 도입, 사용자 활동 5cm 정밀도로 추적하는 ambient intelligence 시스템 구현; ASIMO·Paolo Dario의 Dustbot과 협업",연구·프로젝트,demo,senior
hagita,인터뷰 시점,"ATR Intelligent Robotics and Communication Lab 디렉터, ATR 이사·펠로우, ATR Creative 의장 겸임; NARA, Osaka, Kobe 대학 객원/겸임 교수",직업 이력,admin_role,senior
hagita,2013년 11월 5일,Peter Asaro 인터뷰 (도쿄),개인사,personal_other,senior
hirose,1947,도쿄 출생 (전후),개인사,birth,k12
hirose,유년기,만들기에 흥미; 가정의 일본식 욕조 가스 제어용 비전자식 알람 장치 자작,개인사,personal_other,k12
hirose,고교 시절,라디오 자작 시작; 작은 로봇 장난감 제작,개인사,personal_other,k12
hirose,학부 시절,"Yokohama National University 기계공학; Masahiro Mori의 책 ""Robot"" (NHK 출판) 읽고 로봇 연구 결심",네트워크,influence,undergrad
hirose,1971,"Yokohama National University 학사 (1등급 우등) 졸업; University of Tokyo 입시 실패, Tokyo Tech 합격 → Umetani 교수 연구실 진학",교육,bs_graduate,undergrad
hirose,석사 1년차 6월,"뱀 가게에서 실제 뱀 구입, 뱀 운동의 생체역학 실험 시작 (이후 4년간 매년 봄 뱀 구입)",연구·프로젝트,proj_start,grad
hirose,석사 2년차,"첫 snake robot 제작 — 매우 성공적, 로봇 연구 지속 결정",연구·프로젝트,breakthrough,grad
hirose,1972,첫 snake robot 완성 (본인 회고; 이후 Computer History Museum에 전시),연구·프로젝트,demo,grad
hirose,1976,Tokyo Tech 박사 학위 취득 (뱀 생체역학·snake robot 주제); Research Associate / Assistant Professor 시작,교육,phd_graduate,grad
hirose,1976,첫 quadruped (spider robot) 시도 — 실패,실패·전환,proj_fail,early_career
hirose,1978,"촉각 센서가 달린 quadruped 제작, 계단 보행 성공",연구·프로젝트,demo,early_career
hirose,1979,Tokyo Tech 부교수,직업 이력,promotion,early_career
hirose,1981 또는 1982,"Bob McGee 초청으로 Ohio State University 방문, Marc Raibert (호핑 머신) 등 만남",교육,sabbatical_visit,early_career
hirose,1980년대 중후반,ASME LA 학회에서 에너지 효율적 다리 발표; 펜타그래프 기구 → OSU의 Adaptive Suspension Vehicle에 채택,연구·프로젝트,paper,early_career
hirose,1992,Tokyo Tech 정교수,직업 이력,promotion,mid_career
hirose,1997,4족 demining 로봇 논문 발표,연구·프로젝트,paper,mid_career
hirose,1990년대 후반,"Inoue 교수 요청으로 연구용 quadruped 플랫폼 Titan VIII 설계 (150만 엔, 약 80개 판매)",창업·산업,commercialize,mid_career
hirose,2000년경,건설 회사 의뢰로 7톤 급경사용 quadruped Titan XI 개발,창업·산업,industry_collab,mid_career
hirose,2001 이후,일본 정부의 아프가니스탄 재건 지원으로 현지 방문 → walking machine 대신 buggy 차량 기반 Gryphon demining 로봇 제작,연구·프로젝트,proj_start,mid_career
hirose,2002,JCO 원전 사고 대응 로봇 — Mitsubishi Heavy Industry와 공동 제작,연구·프로젝트,proj_start,mid_career
hirose,2003,일본 정부가 원자로 로봇 지원 중단 → 로봇 학술지에 비판 논문 게재,실패·전환,funding_crisis,mid_career
hirose,2004,HiBot Corporation 공동 창립 (학생들과),창업·산업,company_found,mid_career
hirose,2002,Shengyang Institute of Technology (중국) 명예교수,수상·명예,honorary_degree,mid_career
hirose,2003,IEEE Fellow,수상·명예,fellow,mid_career
hirose,2006,일본 정부 자수포장 (Medal with Purple Ribbon),수상·명예,gov_honor,senior
hirose,2009,Joseph Engelberger Robotics Award (RIA),수상·명예,lifetime_award,senior
hirose,2011,Distinguished Professor 보직; Flagstaff에서 Selma Šabanovic 인터뷰 (2011년 8월 28일),직업 이력,admin_role,senior
hirose,2013,Tokyo Tech 명예교수; 이후 HiBot CEO & CTO,직업 이력,emeritus,senior
hirose,2014,IEEE Robotics and Automation Award,수상·명예,lifetime_award,senior
hirose,지속 활동,"Helios 시리즈 (Helios IX 운용, Helios X 설계 중) — 원전 폐로용 모바일 로봇; Kansai 전력의 고압선 점검 로봇 (5년 개발) — Robot Grand Prix 수상",연구·프로젝트,next_gen,senior
hirose,1997 이래,일본기계학회 Robot Grand Prix 창설 및 운영,학회·커뮤니티,conf_create,mid_career
hirzinger,1945,독일 Bavaria 주 Schwandorf 출생,개인사,birth,k12
hirzinger,유년·학창기,Bavaria 북부 Amberg에서 학창 생활,개인사,personal_other,k12
hirzinger,1969,Technical University of Munich 전자공학 학위 (Dipl.-Ing.) 취득; DLR 입사 — 처음에는 간섭계·고주파 기술,교육,bs_graduate,undergrad
hirzinger,DLR 초기,"6개월 후 제어 이론으로 전환; 디지털 제어 PhD 시작 (PDP-11 등 process computer); 위성 자세 제어, 공기 베어링 테이블, 불안정 항공기 (CCV) 최적 디지털 제어 연구",교육,phd_enroll,grad
hirzinger,1974,TU Munich에서 PhD 취득 — 디지털 제어,교육,phd_graduate,grad
hirzinger,1976,DLR Automation 그룹 리더 취임,직업 이력,admin_role,early_career
hirzinger,1976~1977경,디지털 제어 기계 시스템 응용 브레인스토밍 — 매니퓰레이터·수중·의수족 검토; BMW의 Wolfgang Reitzle 방문 후 ABB 로봇 1대 기증받음,연구·프로젝트,proj_start,early_career
hirzinger,1978,Hannover Fair에서 첫 force-torque 센서로 BMW 오일펌프 자동 조립 시연,연구·프로젝트,demo,early_career
hirzinger,1970년대 후반,첫 force-torque 센서 개발 (유럽 최초로 추정); 좌표 변환을 4-bit 마이크로컨트롤러에 구현,연구·프로젝트,breakthrough,early_career
hirzinger,1982,"두 번째 ABB 로봇 구입; 두 로봇 협조 제어, control ball 인터페이스 개발",연구·프로젝트,breakthrough,early_career
hirzinger,1985,"IEEE St. Louis 학회에서 발표 → Mike Brady 등에게 인지; 첫 ISRR (Goviller, France) 초청; Oussama Khatib와 첫 만남 — torque control 영감",네트워크,collab_start,early_career
hirzinger,1987경,Spacelab D2 셔틀 미션 ROTEX 로봇 실험 제안 수락; lightweight robot 구상 시작,연구·프로젝트,proj_start,early_career
hirzinger,1991,TU Munich 교수직 겸임,직업 이력,promotion,mid_career
hirzinger,1991/1992,첫 lightweight robot 완성 — 우주비행사 훈련용,연구·프로젝트,breakthrough,mid_career
hirzinger,1992,Institute of Robotics and Mechatronics Center (RMC) 디렉터 취임,직업 이력,admin_role,mid_career
hirzinger,1993년 4월,"Spacelab D2 미션 발사, ROTEX 실험 — 6~7초 지연 원격조작, 자율 공중 부양 물체 파지 성공; ROTEX 직후 Leibniz Award 수상 (150만 유로) → 의료 로봇 연구 시작",연구·프로젝트,demo,mid_career
hirzinger,1994,KUKA와 본격 협력 — 실시간 로봇 동역학 모델 제공 (BMW 등에서 채택),창업·산업,industry_collab,mid_career
hirzinger,1990년대 중후반,RoboDrive 모터 시리즈 시뮬레이션 최적화 (약 2년),연구·프로젝트,breakthrough,mid_career
hirzinger,1990년대 후반,KUKA가 BMW·Mercedes·Ford 경쟁 수주 (Hirzinger 그룹 기여); SensoDrive·Dualis 등 spin-off 설립; Logitech이 Space Mouse 인수,창업·산업,company_found,mid_career
hirzinger,1997,일본 ETS-VII 자유비행 로봇 발사 (Dr. Oda 팀),네트워크,collab_start,mid_career
hirzinger,1999,"일본 Tsukuba 방문, 지상에서 우주 로봇 ETS-VII 원격 제어; 위성 자세 재배향 실험",연구·프로젝트,demo,mid_career
hirzinger,2000년대 초,"3세대 lightweight robot 완성 (carbon fiber, RoboDrive 모터)",연구·프로젝트,next_gen,mid_career
hirzinger,2005경,"우주 정거장 외측 ROKVISS 실험 시작 — 2개 관절, 20ms 지연 텔레프레전스",연구·프로젝트,proj_start,senior
hirzinger,2010,IEEE Fellow,수상·명예,fellow,senior
hirzinger,2011년 5월,ROKVISS 시스템 우주에서 회수 (카자흐스탄 착륙); 6년 우주 노출 분석 예정,연구·프로젝트,proj_complete,senior
hirzinger,2011년 7월 20일,"Peter Asaro 인터뷰 (Wessling, Germany)",개인사,personal_other,senior
hirzinger,지속 연구,"MiroSurge 의료 로봇, ATHLETE 협력 (JPL), Mars/달 rover (Part-Time Scientists 팀), 인공심장 (Dualis), 가변 강성 hand-arm 시스템",연구·프로젝트,proj_start,senior
hollerbach,출생,"독일 Marktheidenfeld (Frankfurt 인근), 헝가리계 독일인 난민 부모",개인사,birth,k12
hollerbach,유년기,독일 신부 사택 다락방에서 5년 거주 (가난),개인사,personal_other,k12
hollerbach,이주,헝가리 난민 자격으로 미국 이주 → Detroit 정착,개인사,relocation,k12
hollerbach,1968,University of Michigan 화학 학사 (B.S.),교육,bs_graduate,undergrad
hollerbach,1969,University of Michigan 수학 석사 (M.S.) — 당시 컴퓨터과학 학위 없음,교육,ms_graduate,grad
hollerbach,1969–1971,IBM 화학자로 근무; Syracuse University AI·CS 강좌 수강,직업 이력,hire,early_career
hollerbach,MIT 진학,"Pat Winston과 연결, AI Lab 합류",네트워크,mentor_meet,grad
hollerbach,1972~1975,"MIT S.M. (컴퓨터 비전, Greek vase 모델링) — Pat Winston 지도",교육,ms_graduate,grad
hollerbach,1974경,"Victor Scheinman을 AI Lab에 초빙, Vicarm 제작 (후일 PUMA 로봇의 원형); Vicarm으로 손글씨 실험",연구·프로젝트,breakthrough,grad
hollerbach,1975~1978,MIT Ph.D. (전기·컴퓨터공학) — David Marr의 첫 박사 학생; 인간 손글씨 모델·로봇 구현,교육,phd_graduate,grad
hollerbach,1978,AI Lab Research Scientist (심리학과 소속),직업 이력,hire,early_career
hollerbach,1982~1985,MIT 심리학과 조교수,직업 이력,hire,early_career
hollerbach,1981–1982경,"""Year of the Robot"" 프로그램 시작 — System Development Foundation·ONR 지원",연구·프로젝트,proj_start,early_career
hollerbach,1983,"International Journal of Robotics Research (IJRR) 창간 (Lou Paul, Mike Brady 초대 편집)",학회·커뮤니티,conf_create,early_career
hollerbach,1983,첫 ISRR (International Symposium of Robotics Research) — Hollerbach가 Gordon Conference 형식으로 설계,학회·커뮤니티,conf_create,early_career
hollerbach,1984,NSF Presidential Young Investigator Award; ICRA Atlanta 세션 의장,수상·명예,paper_award,early_career
hollerbach,1984,IEEE Journal of Robotics and Automation 창간,학회·커뮤니티,conf_create,early_career
hollerbach,1985,"Hollerbach 등 공저 ""Robot Motion: Planning and Control"" 출간; MIT 인지·뇌과학과 부교수 (1985~1989); Utah/MIT Hand 제작 (Stephen Jacobsen 협력)",직업 이력,promotion,early_career
hollerbach,1988,Canadian Institute for Advanced Research Fellow,수상·명예,fellow,early_career
hollerbach,1989,"McGill University NSERC/CIAR Industrial Chair in Robotics 취임; ICRA Scottsdale Program Chair; Martin Buehler 채용, Ian Hunter와 공동 실험실",직업 이력,move,mid_career
hollerbach,1994,University of Utah 컴퓨팅 스쿨·기계공학 교수 부임,직업 이력,move,mid_career
hollerbach,1996,IEEE Fellow,수상·명예,fellow,mid_career
hollerbach,2000,IJRR 편집장 취임 (이후 14권/년으로 확장),학회·커뮤니티,editorship,senior
hollerbach,2012,IEEE RAS Distinguished Service Award,수상·명예,lifetime_award,senior
hollerbach,2012년 5월 16일,Peter Asaro·Selma Sabanovic 인터뷰 (Utah),개인사,personal_other,senior
hollerbach,인터뷰 시점,Utah 로봇 연구 그룹 (약 10명) 구축; 부분 척수손상 환자용 TreadPort 재활 로봇 연구 진행 중; ISRR 이사·CEB 창설,연구·프로젝트,proj_start,senior
hollis,1941,Kansas주 Hutchinson 출생; 이후 Wichita에서 성장,개인사,birth,k12
hollis,1954경 (13세),"W. Grey Walter의 Scientific American 기사 (1951, 1953년) 읽고 로봇 관심; 친구 Phil Roberts와 정전용량 감지 로봇 시도 (납축전지 무게 문제로 실패)",네트워크,influence,k12
hollis,1957경,Erector set·전화 릴레이로 원통형 벽추적 로봇 자작 (자동 도어 통과),개인사,personal_other,k12
hollis,1959경,"University of Wichita 입학 전, 고교 시절 IBM 610 컴퓨터 프로그래밍 시작",개인사,personal_other,k12
hollis,1959~1961경,University of Wichita 수학 전공 2년; Bendix G-15 컴퓨터 학습; Beech Aircraft 야간 시간대에 G-15 사용 (로켓 계산),교육,bs_enroll,undergrad
hollis,이후 학업,"Kansas State University로 편입, 물리학 학사·석사 (B.S., M.S.)",교육,ms_graduate,grad
hollis,1965~1970,California North American Aviation 입사 — Minuteman III 우주비행체 시뮬레이션 8인 팀 리더,직업 이력,hire,early_career
hollis,1970년경,IBM 1620 부품과 TI TTL 로직으로 자작 컴퓨터 제작; SAGE 자기 드럼 메모리·Friden Flexowriter 사용; Caltech의 Phil Roberts와 새 로봇 제작 시도,개인사,personal_other,early_career
hollis,박사 진학,University of Colorado 물리학 박사; 광 접근 가능한 세계 최고 자기장 초전도 자석 시스템 구축; Alpha-Newt 로봇 제작,교육,phd_enroll,grad
hollis,1975,University of Colorado 물리학 박사 학위 취득,교육,phd_graduate,grad
hollis,1976,University of Paris 교환 과학자 펠로우십 (10개월); 결혼; Beta-Newt (온보드 8080 컴퓨터) 개발,교육,postdoc,early_career
hollis,1976경,Byte Magazine에 Newt 로봇 표지 기사 — 당시 최고 인기 기사,연구·프로젝트,demo,early_career
hollis,1978경,"WGBH NOVA ""The Mind Machines""에 Alpha/Beta-Newt 출연; Wall Street Journal 기사",연구·프로젝트,demo,early_career
hollis,1976경,IBM Research (Yorktown Heights) 입사 — 응용 물리학 (자기장·마이크로파 음향),직업 이력,hire,early_career
hollis,1982경,"IBM에서 로봇 분야로 완전 전환; Larry Lieberman, Russ Taylor, David Grossman 등과 협업",실패·전환,pivot,early_career
hollis,IBM 시절,"Fine Positioner 개발 (coarse/fine positioning, IBM Annual Report 표지); air-bearing 3-DOF Fine Positioner; SCARA 로봇 활용 정밀 조립",연구·프로젝트,breakthrough,mid_career
hollis,1980년대 중후반,Magnetic levitation 기반 Magic Wrist 개발 — Tim Salcudean·Peter Allen 협력; Lorentz 힘 기반 6-DOF 부양; 4대 제작,연구·프로젝트,breakthrough,mid_career
hollis,1987,ISRR Santa Cruz에서 Magic Wrist 발표 (시연 전); Bernie Roth의 회의적 질문,연구·프로젝트,demo,mid_career
hollis,이후,IBM Advanced Robotics 매니저 승진; Sawyer 평면 모터 기반 RobotWorld·Minifactory 연구,직업 이력,promotion,mid_career
hollis,1992,IBM 연구 부문 400명 감축 — buyout 수락,실패·전환,forced_move,mid_career
hollis,1993,"Carnegie Mellon University Robotics Institute 합류 (Smith Hall); IBM 장비 65상자·40,000파운드 이송; 학생 Peter Berkelman·Arthur Quaid 합류",직업 이력,move,mid_career
hollis,CMU 시절,"Minifactory 프로젝트 (NSF 지원, 14년간 진행 중, 48개 출판); 자기 부양 햅틱 장치 10대 제작 (NSF MRI grant)",연구·프로젝트,proj_start,mid_career
hollis,약 2007경,"Butterfly Haptics, LLC 창립 (인터뷰 시점 기준 ""3년 미만 전"")",창업·산업,company_found,senior
hollis,이후 연구,Ballbot — 세계 최초 단일 구체 휠 동적 안정 모바일 로봇; Roberta Klatzky (심리학)와 공동 연구,연구·프로젝트,breakthrough,senior
hollis,2010년 11월 22일,Selma Šabanovic·Peter Asaro 인터뷰 (Pittsburgh),개인사,personal_other,senior
howard,유년기·청소년기,California주 Pasadena에서 성장,개인사,personal_other,k12
howard,중학교 6학년,Bionic Woman 등 SF에 영감 받아 로봇 관심; 처음엔 의사 지망 → 생물학 절개 싫어 공학으로 전환,네트워크,influence,k12
howard,학부,Brown University 컴퓨터공학 (B.S.),교육,bs_graduate,undergrad
howard,학부 2학년,로봇 매니퓰레이터로 물체 윤곽 추적·인식 (지도교수 Wolovich),연구·프로젝트,proj_start,undergrad
howard,1994년 여름,NASA JPL 첫 인턴십 (대학 1학년 직후),직업 이력,hire,undergrad
howard,대학원 진학,University of Southern California (USC) 박사 진학; Homayoun Seraji 지도; Fortran→C 변환·로봇 매니퓰레이션 연구,교육,phd_enroll,grad
howard,USC 박사 과정,"첫 지도교수 Ken Goldberg, 그가 떠난 후 George Bekey가 박사 지도",교육,phd_advisor,grad
howard,박사 논문,병원 의료 폐기물 분류 로봇 매니퓰레이터 (HIV 바늘·천 등 시각·변형 감지 후 양손 그리퍼로 파지),교육,phd_thesis,grad
howard,1999,JPL 정규직 (40시간) 전환,직업 이력,hire,early_career
howard,JPL 시절,"Mars 탐사 프로젝트, 지형 평가·항행 알고리즘 (vision + 학습 + fuzzy logic), Mars 안전 착륙용 알고리즘, FPGA 기반 traversability 센서 개발",연구·프로젝트,proj_start,early_career
howard,JPL 협업자,"Isa Nesnas, Eddie Tunstel, Richard Volpe, Larry Matthews, Curtis Padgett, Jacob Barhen 등",네트워크,collab_start,early_career
howard,2003년경,셔틀 사고 후 NASA 연구 예산 동결 → 학계 이직 결심,실패·전환,funding_crisis,early_career
howard,2005년 7월,Georgia Tech 입사 (전기·컴퓨터공학 학교),직업 이력,move,early_career
howard,Georgia Tech 초기,인도어 Mars yard 구축; Alaska·Colorado 빙하에 NASA 지구과학국 지원 자율 rover 파견 (기후변화 연구),연구·프로젝트,proj_start,early_career
howard,이후 전환,"헬스케어·아동 장애인 분야로 연구 재편; 첫 프로젝트 ""Playing with Toys"" (Charlie Kemp 협력)",실패·전환,pivot,mid_career
howard,이후 보직,Georgia Tech 로봇 PhD 프로그램 두 번째 디렉터; Henrik Christensen 채용 인터뷰; 로봇 연구소 부소장(연구),직업 이력,admin_role,mid_career
howard,NSF I-Corps 참여,뇌성마비 아동용 태블릿 인터페이스 디바이스 상용화 가능성 발굴,창업·산업,commercialize,mid_career
howard,2013,Zyrobotics 창업 — 장애 아동용 치료·교육 제품,창업·산업,company_found,mid_career
howard,인터뷰 시점,"Zyrobotics 7명 규모; 학생 Sekou Remy(Clemson), Douglas Brooks(SwRI), Lonnie Parker(NUWC), Hae Won Park (포닥, Zyrobotics 공동 창업) 등 배출",네트워크,student_notable,mid_career
howard,2015년 1월 22일,"Peter Asaro 인터뷰 (College Station, Texas)",개인사,personal_other,mid_career
hutchinson,출생,Indiana주 Sellersburg,개인사,birth,k12
hutchinson,고교 시절,록 밴드 활동 중 앰프 고장 → 전기공학 진로 결정,개인사,personal_other,k12
hutchinson,1983,Purdue University 전기공학 학사 (B.S.),교육,bs_graduate,undergrad
hutchinson,1984,Purdue 전기공학 석사 (M.S.),교육,ms_graduate,grad
hutchinson,박사 과정,Purdue Avi Kak 컴퓨터 비전 연구실; Cincinnati Milacron 기증 로봇으로 viewpoint planning 연구 (vision 프로젝트의 도구로 로봇 사용),교육,phd_advisor,grad
hutchinson,1988,Purdue 전기공학 박사 (Ph.D.) — 불확실성 하에서의 계획,교육,phd_graduate,grad
hutchinson,1988~1989,Purdue 방문교수 1년,교육,postdoc,early_career
hutchinson,1990년 1월,University of Illinois Urbana-Champaign (UIUC) Coordinated Science Lab·Beckman Institute Research Assistant Professor 부임,직업 이력,hire,early_career
hutchinson,1990,ECE 조교수; visual servo control 연구 시작 (Purdue 시절 John Feddema의 영향); planning 연구 병행,연구·프로젝트,proj_start,early_career
hutchinson,UIUC 동료,"Mark Spong (제어이론 기반 로봇), Narendra Ahuja (비전), Jean Ponce (비전, 동시기 부임)",네트워크,collab_start,early_career
hutchinson,1986년경,첫 ICRA 참석 (San Francisco) — 첫 비행기·서부 여행,학회·커뮤니티,conf_attend,grad
hutchinson,1996,Hager·Corke와 Visual Servo Control 튜토리얼 논문 (IEEE Transactions on Robotics) — 학회 워크숍·튜토리얼 자료 기반,연구·프로젝트,paper,early_career
hutchinson,1996~2003,UIUC Research Associate Professor / Associate Professor,직업 이력,promotion,early_career
hutchinson,1997~1998,파리 Ecole Nationale Supérieure des Télécommunications 안식년,교육,sabbatical_visit,early_career
hutchinson,1990년대 후반,Rennes에서 François Chaumette와 6개월 안식년,교육,sabbatical_visit,early_career
hutchinson,이후,UIUC Research Professor / Professor (현재까지),직업 이력,promotion,mid_career
hutchinson,2000년대 중반,UIUC에 신진 로봇 전공자 3~4명 채용 — 로봇 그룹 본격 구축,직업 이력,admin_role,mid_career
hutchinson,박사 학생,"Steve LaValle (RRT 공동 발명), Nick Gans (Texas), Sourabh Bhattacharya (Iowa State), Becky Castaño (JPL), 다수 Google 행",네트워크,student_notable,mid_career
hutchinson,공동 연구자,"Peter Corke (호주, ""shoemaker's elves""식 시차 협업), Mark Spong, Rafael Murrieta (멕시코)",네트워크,collab_start,mid_career
hutchinson,인터뷰 시점,Rome에서 Alessandro De Luca 그룹과 안식년 (impedance control),교육,sabbatical_visit,mid_career
hutchinson,2013년 11월 5일,Peter Asaro 인터뷰 (도쿄),개인사,personal_other,mid_career
inoue,1942년 7월 5일,Kagoshima City (일본 남부) 출생,개인사,birth,k12
inoue,유년기,전후 빈곤 속에서 모형 비행기·라디오 제작에 흥미; 잡지 보고 머릿속으로 설계,개인사,personal_other,k12
inoue,1961,University of Tokyo 공학부 입학; 기계공학 전공 선택 (전자공학과 망설임),교육,bs_enroll,undergrad
inoue,1965,"학사 학위 취득; 대학원 진학 — Fuji 교수 지도, ""크랭크를 돌리는 mechanical hand 만들겠는가?"" 제안 즉답 수락",교육,bs_graduate,undergrad
inoue,1967,석사 학위 취득,교육,ms_graduate,grad
inoue,박사 과정 1년차,"적응 제어 (subsonic 항공기) 시도 → 미국 표준 종속 문제로 포기, mechanical hand 복귀",실패·전환,pivot,grad
inoue,박사 과정 후반,"학생 시위로 University of Tokyo 1년 폐쇄, 의대 컴퓨터 사용 계획 무산; 1968년 봄 정상화 후 재개",외부 영향,social_movement,grad
inoue,1968 (봄),컴퓨터 회사로부터 컴퓨터 6개월 임대 (4월~9월) → 박사 논문 마무리,교육,phd_thesis,grad
inoue,1970,"박사 학위 (Ph.D.) 취득; 친구 Shirai-san 권유로 ETL (Electrotechnical Laboratory, MITI) 입사",교육,phd_graduate,grad
inoue,ETL 1년차,hand-eye system 프로젝트 — 6개월 만에 OS·hand-eye·visual feedback 3편 주요 논문; 9월 시연 성공,연구·프로젝트,breakthrough,early_career
inoue,ETL 시기,Stanford·MIT·SRI·Edinburgh·Hitachi와 함께 컴퓨터 구동 로봇 6대 그룹 중 하나로 활동,네트워크,collab_start,early_career
inoue,1973,"MIT AI Laboratory 1년 방문 — Marvin Minsky, Patrick Winston (랩장 변경 시점), 학생 John Hollerbach·Tomás Lozano-Pérez 만남; 1/1000 인치 정밀 조립 시연",교육,sabbatical_visit,early_career
inoue,1973 이후,"ETL 복귀, Stewart platform 병렬 매니퓰레이터 아이디어 형성 (Minsky 영향)",연구·프로젝트,breakthrough,early_career
inoue,1978,University of Tokyo 기계공학과 부교수로 복귀 (협상 2년 이상 소요),직업 이력,move,early_career
inoue,1970년대 후반,MITI의 mechatronics 개념 정립에 참여 — 학술·기술적 정의 정립,학회·커뮤니티,standards,early_career
inoue,1984,정교수 승진,직업 이력,promotion,mid_career
inoue,University 시절,"JSK (Jouhou System Kougaku) 연구실 — manipulation·mobility·vision·intelligence·system integration 5개 주제, 박사 학생 약 30명; 모든 핵심 요소 in-house 개발",연구·프로젝트,proj_start,mid_career
inoue,1990년대 후반,학과 명칭을 Mechano-Informatics로 개편 (Ruzena Bajcsy가 자택 체류 중 명칭 제안),직업 이력,admin_role,mid_career
inoue,1994,JIRA Award,수상·명예,lifetime_award,mid_career
inoue,1996경,humanoid robot 통합 프로젝트 시작,연구·프로젝트,proj_start,mid_career
inoue,1999,Joseph Engelberger Robotics Award,수상·명예,lifetime_award,senior
inoue,2000년대 초,"METI HRP humanoid 국가 프로젝트 리더 — HRP2, HRP4 등 시판",연구·프로젝트,proj_start,senior
inoue,2004,University of Tokyo 정년 퇴임 (60세),직업 이력,retire,senior
inoue,2004년 4월~2009년 9월,JSPS (일본학술진흥회) Inspector General,직업 이력,admin_role,senior
inoue,2005,"Aichi Expo 로봇 이벤트 프로젝트 리더 (예산 5천만 달러 이상, 약 50개 대학 참여); IEEE RAS Pioneer Award",수상·명예,lifetime_award,senior
inoue,2008,Emperor's Medal with Purple Ribbon,수상·명예,gov_honor,senior
inoue,2011,IEEE Technical Field Award,수상·명예,lifetime_award,senior
inoue,2011년 8월 30일,"Selma Šabanovic·Matthew R. Francisco 인터뷰 (Flagstaff, AZ); ISRR 참석",개인사,personal_other,senior
